date,location,new_cases,new_deaths,total_cases,total_deaths,mortality
2020-03-09,Australia,3,0,77,3,0.03896103896103896
2020-03-10,Australia,15,0,92,3,0.03260869565217391
2020-03-11,Australia,20,0,112,3,0.026785714285714284
2020-03-12,Australia,10,0,122,3,0.02459016393442623
2020-03-13,Australia,18,0,140,3,0.02142857142857143
2020-03-14,Australia,57,0,197,3,0.015228426395939087
2020-02-26,Austria,0,0,2,0,0
2020-02-27,Austria,0,0,2,0,0
2020-02-28,Austria,2,0,4,0,0
2020-02-29,Austria,1,0,5,0,0
2020-03-01,Austria,5,0,10,0,0
2020-03-02,Austria,0,0,10,0,0
2020-03-03,Austria,8,0,18,0,0
2020-03-04,Austria,6,0,24,0,0
2020-03-05,Austria,13,0,37,0,0
2020-03-06,Austria,10,0,47,0,0
2020-03-07,Austria,19,0,66,0,0
2020-03-08,Austria,38,0,104,0,0
2020-03-09,Austria,8,0,112,0,0
2020-03-10,Austria,19,0,131,0,0
2020-03-11,Austria,51,0,182,0,0
2020-03-12,Austria,120,0,302,0,0
2020-03-13,Austria,59,0,361,1,0.002770083102493075
2020-03-14,Austria,143,0,504,1,0.001984126984126984
2020-03-01,Azerbaijan,0,0,3,0,0
2020-03-02,Azerbaijan,0,0,3,0,0
2020-03-03,Azerbaijan,0,0,3,0,0
2020-03-04,Azerbaijan,0,0,3,0,0
2020-03-05,Azerbaijan,0,0,3,0,0
2020-03-06,Azerbaijan,0,0,3,0,0
2020-03-07,Azerbaijan,6,0,9,0,0
2020-03-08,Azerbaijan,0,0,9,0,0
2020-03-09,Azerbaijan,0,0,9,0,0
2020-03-10,Azerbaijan,0,0,9,0,0
2020-03-11,Azerbaijan,0,0,9,0,0
2020-03-12,Azerbaijan,0,0,9,0,0
2020-03-13,Azerbaijan,2,0,11,0,0
2020-03-14,Azerbaijan,0,0,11,0,0
2020-02-25,Bahrain,0,0,8,0,0
2020-02-26,Bahrain,18,0,26,0,0
2020-02-27,Bahrain,7,0,33,0,0
2020-02-28,Bahrain,0,0,33,0,0
2020-02-29,Bahrain,5,0,38,0,0
2020-03-01,Bahrain,2,0,40,0,0
2020-03-02,Bahrain,7,0,47,0,0
2020-03-03,Bahrain,2,0,49,0,0
2020-03-04,Bahrain,0,0,49,0,0
2020-03-05,Bahrain,0,0,49,0,0
2020-03-06,Bahrain,0,0,49,0,0
2020-03-07,Bahrain,0,0,49,0,0
2020-03-08,Bahrain,7,0,56,0,0
2020-03-09,Bahrain,23,0,79,0,0
2020-03-10,Bahrain,30,0,109,0,0
2020-03-11,Bahrain,1,0,110,0,0
2020-03-12,Bahrain,79,0,189,0,0
2020-03-13,Bahrain,6,0,195,0,0
2020-03-14,Bahrain,15,0,210,0,0
2020-03-09,Bangladesh,0,0,3,0,0
2020-03-10,Bangladesh,0,0,3,0,0
2020-03-11,Bangladesh,0,0,3,0,0
2020-03-12,Bangladesh,0,0,3,0,0
2020-03-13,Bangladesh,0,0,3,0,0
2020-03-14,Bangladesh,0,0,3,0,0
2020-02-28,Belarus,0,0,1,0,0
2020-02-29,Belarus,0,0,1,0,0
2020-03-01,Belarus,0,0,1,0,0
2020-03-02,Belarus,0,0,1,0,0
2020-03-03,Belarus,0,0,1,0,0
2020-03-04,Belarus,0,0,1,0,0
2020-03-05,Belarus,5,0,6,0,0
2020-03-06,Belarus,0,0,6,0,0
2020-03-07,Belarus,0,0,6,0,0
2020-03-08,Belarus,0,0,6,0,0
2020-03-09,Belarus,0,0,6,0,0
2020-03-10,Belarus,0,0,6,0,0
2020-03-11,Belarus,3,0,9,0,0
2020-03-12,Belarus,3,0,12,0,0
2020-03-13,Belarus,0,0,12,0,0
2020-03-14,Belarus,9,0,21,0,0
2020-02-05,Belgium,0,0,1,0,0
2020-02-06,Belgium,0,0,1,0,0
2020-02-07,Belgium,0,0,1,0,0
2020-02-08,Belgium,0,0,1,0,0
2020-02-09,Belgium,0,0,1,0,0
2020-02-10,Belgium,0,0,1,0,0
2020-02-11,Belgium,0,0,1,0,0
2020-02-12,Belgium,0,0,1,0,0
2020-02-13,Belgium,0,0,1,0,0
2020-02-14,Belgium,0,0,1,0,0
2020-02-15,Belgium,0,0,1,0,0
2020-02-16,Belgium,0,0,1,0,0
2020-02-17,Belgium,0,0,1,0,0
2020-02-18,Belgium,0,0,1,0,0
2020-02-19,Belgium,0,0,1,0,0
2020-02-20,Belgium,0,0,1,0,0
2020-02-21,Belgium,0,0,1,0,0
2020-02-22,Belgium,0,0,1,0,0
2020-02-23,Belgium,0,0,1,0,0
2020-02-24,Belgium,0,0,1,0,0
2020-02-25,Belgium,0,0,1,0,0
2020-02-26,Belgium,0,0,1,0,0
2020-02-27,Belgium,0,0,1,0,0
2020-02-28,Belgium,0,0,1,0,0
2020-02-29,Belgium,0,0,1,0,0
2020-03-01,Belgium,0,0,1,0,0
2020-03-02,Belgium,0,0,1,0,0
2020-03-03,Belgium,7,0,8,0,0
2020-03-04,Belgium,0,0,8,0,0
2020-03-05,Belgium,15,0,23,0,0
2020-03-06,Belgium,27,0,50,0,0
2020-03-07,Belgium,59,0,109,0,0
2020-03-08,Belgium,60,0,169,0,0
2020-03-09,Belgium,31,0,200,0,0
2020-03-10,Belgium,39,0,239,0,0
2020-03-11,Belgium,28,0,267,0,0
2020-03-12,Belgium,47,0,314,0,0
2020-03-13,Belgium,0,0,314,0,0
2020-03-14,Belgium,285,0,599,0,0
2020-03-06,Bhutan,0,0,1,0,0
2020-03-07,Bhutan,0,0,1,0,0
2020-03-08,Bhutan,0,0,1,0,0
2020-03-09,Bhutan,0,0,1,0,0
2020-03-10,Bhutan,0,0,1,0,0
2020-03-11,Bhutan,0,0,1,0,0
2020-03-12,Bhutan,0,0,1,0,0
2020-03-13,Bhutan,0,0,1,0,0
2020-03-14,Bhutan,0,0,1,0,0
2020-03-11,Bolivia,0,0,2,0,0
2020-03-12,Bolivia,0,0,2,0,0
2020-03-13,Bolivia,1,0,3,0,0
2020-03-14,Bolivia,0,0,3,0,0
2020-03-05,Bosnia and Herzegovina,0,0,2,0,0
2020-03-06,Bosnia and Herzegovina,0,0,2,0,0
2020-03-07,Bosnia and Herzegovina,0,0,2,0,0
2020-03-08,Bosnia and Herzegovina,0,0,2,0,0
2020-03-09,Bosnia and Herzegovina,0,0,2,0,0
2020-03-10,Bosnia and Herzegovina,0,0,2,0,0
2020-03-11,Bosnia and Herzegovina,2,0,4,0,0
2020-03-12,Bosnia and Herzegovina,0,0,4,0,0
2020-03-13,Bosnia and Herzegovina,0,0,4,0,0
2020-03-14,Bosnia and Herzegovina,7,0,11,0,0
2020-02-27,Brazil,0,0,1,0,0
2020-02-28,Brazil,0,0,1,0,0
2020-02-29,Brazil,0,0,1,0,0
2020-03-01,Brazil,1,0,2,0,0
2020-03-02,Brazil,0,0,2,0,0
2020-03-03,Brazil,0,0,2,0,0
2020-03-04,Brazil,0,0,2,0,0
2020-03-05,Brazil,1,0,3,0,0
2020-03-06,Brazil,4,0,7,0,0
2020-03-07,Brazil,6,0,13,0,0
2020-03-08,Brazil,6,0,19,0,0
2020-03-09,Brazil,6,0,25,0,0
2020-03-10,Brazil,0,0,25,0,0
2020-03-11,Brazil,9,0,34,0,0
2020-03-12,Brazil,18,0,52,0,0
2020-03-13,Brazil,25,0,77,0,0
2020-03-14,Brazil,21,0,98,0,0
2020-03-10,Brunei,0,0,1,0,0
2020-03-11,Brunei,0,0,1,0,0
2020-03-12,Brunei,11,0,12,0,0
2020-03-13,Brunei,0,0,12,0,0
2020-03-14,Brunei,13,0,25,0,0
2020-03-08,Bulgaria,0,0,2,0,0
2020-03-09,Bulgaria,2,0,4,0,0
2020-03-10,Bulgaria,0,0,4,0,0
2020-03-11,Bulgaria,2,0,6,0,0
2020-03-12,Bulgaria,1,0,7,1,0.14285714285714285
2020-03-13,Bulgaria,0,0,7,1,0.14285714285714285
2020-03-14,Bulgaria,0,0,7,1,0.14285714285714285
2020-03-11,Burkina Faso,0,0,2,0,0
2020-03-12,Burkina Faso,0,0,2,0,0
2020-03-13,Burkina Faso,0,0,2,0,0
2020-03-14,Burkina Faso,0,0,2,0,0
2020-01-28,Cambodia,0,0,1,0,0
2020-01-29,Cambodia,0,0,1,0,0
2020-01-30,Cambodia,0,0,1,0,0
2020-01-31,Cambodia,0,0,1,0,0
2020-02-01,Cambodia,0,0,1,0,0
2020-02-02,Cambodia,0,0,1,0,0
2020-02-03,Cambodia,0,0,1,0,0
2020-02-04,Cambodia,0,0,1,0,0
2020-02-05,Cambodia,0,0,1,0,0
2020-02-06,Cambodia,0,0,1,0,0
2020-02-07,Cambodia,0,0,1,0,0
2020-02-08,Cambodia,0,0,1,0,0
2020-02-09,Cambodia,0,0,1,0,0
2020-02-10,Cambodia,0,0,1,0,0
2020-02-11,Cambodia,0,0,1,0,0
2020-02-12,Cambodia,0,0,1,0,0
2020-02-13,Cambodia,0,0,1,0,0
2020-02-14,Cambodia,0,0,1,0,0
2020-02-15,Cambodia,0,0,1,0,0
2020-02-16,Cambodia,0,0,1,0,0
2020-02-17,Cambodia,0,0,1,0,0
2020-02-18,Cambodia,0,0,1,0,0
2020-02-19,Cambodia,0,0,1,0,0
2020-02-20,Cambodia,0,0,1,0,0
2020-02-21,Cambodia,0,0,1,0,0
2020-02-22,Cambodia,0,0,1,0,0
2020-02-23,Cambodia,0,0,1,0,0
2020-02-24,Cambodia,0,0,1,0,0
2020-02-25,Cambodia,0,0,1,0,0
2020-02-26,Cambodia,0,0,1,0,0
2020-02-27,Cambodia,0,0,1,0,0
2020-02-28,Cambodia,0,0,1,0,0
2020-02-29,Cambodia,0,0,1,0,0
2020-03-01,Cambodia,0,0,1,0,0
2020-03-02,Cambodia,0,0,1,0,0
2020-03-03,Cambodia,0,0,1,0,0
2020-03-04,Cambodia,0,0,1,0,0
2020-03-05,Cambodia,0,0,1,0,0
2020-03-06,Cambodia,0,0,1,0,0
2020-03-07,Cambodia,0,0,1,0,0
2020-03-08,Cambodia,1,0,2,0,0
2020-03-09,Cambodia,0,0,2,0,0
2020-03-10,Cambodia,0,0,2,0,0
2020-03-11,Cambodia,1,0,3,0,0
2020-03-12,Cambodia,0,0,3,0,0
2020-03-13,Cambodia,2,0,5,0,0
2020-03-14,Cambodia,2,0,7,0,0
2020-03-06,Cameroon,0,0,1,0,0
2020-03-07,Cameroon,1,0,2,0,0
2020-03-08,Cameroon,0,0,2,0,0
2020-03-09,Cameroon,0,0,2,0,0
2020-03-10,Cameroon,0,0,2,0,0
2020-03-11,Cameroon,0,0,2,0,0
2020-03-12,Cameroon,0,0,2,0,0
2020-03-13,Cameroon,0,0,2,0,0
2020-03-14,Cameroon,0,0,2,0,0
2020-01-27,Canada,0,0,1,0,0
2020-01-28,Canada,1,0,2,0,0
2020-01-29,Canada,1,0,3,0,0
2020-01-30,Canada,0,0,3,0,0
2020-01-31,Canada,0,0,3,0,0
2020-02-01,Canada,1,0,4,0,0
2020-02-02,Canada,0,0,4,0,0
2020-02-03,Canada,0,0,4,0,0
2020-02-04,Canada,0,0,4,0,0
2020-02-05,Canada,1,0,5,0,0
2020-02-06,Canada,0,0,5,0,0
2020-02-07,Canada,2,0,7,0,0
2020-02-08,Canada,0,0,7,0,0
2020-02-09,Canada,0,0,7,0,0
2020-02-10,Canada,0,0,7,0,0
2020-02-11,Canada,0,0,7,0,0
2020-02-12,Canada,0,0,7,0,0
2020-02-13,Canada,0,0,7,0,0
2020-02-14,Canada,0,0,7,0,0
2020-02-15,Canada,0,0,7,0,0
2020-02-16,Canada,0,0,7,0,0
2020-02-17,Canada,0,0,7,0,0
2020-02-18,Canada,1,0,8,0,0
2020-02-19,Canada,0,0,8,0,0
2020-02-20,Canada,0,0,8,0,0
2020-02-21,Canada,0,0,8,0,0
2020-02-22,Canada,0,0,8,0,0
2020-02-23,Canada,1,0,9,0,0
2020-02-24,Canada,0,0,9,0,0
2020-02-25,Canada,1,0,10,0,0
2020-02-26,Canada,0,0,10,0,0
2020-02-27,Canada,1,0,11,0,0
2020-02-28,Canada,0,0,11,0,0
2020-02-29,Canada,3,0,14,0,0
2020-03-01,Canada,5,0,19,0,0
2020-03-02,Canada,0,0,19,0,0
2020-03-03,Canada,8,0,27,0,0
2020-03-04,Canada,3,0,30,0,0
2020-03-05,Canada,0,0,30,0,0
2020-03-06,Canada,15,0,45,0,0
2020-03-07,Canada,6,0,51,0,0
2020-03-08,Canada,6,0,57,0,0
2020-03-09,Canada,5,0,62,0,0
2020-03-10,Canada,15,0,77,0,0
2020-03-11,Canada,16,0,93,1,0.010752688172043012
2020-03-12,Canada,0,0,93,1,0.010752688172043012
2020-03-13,Canada,45,0,138,1,0.007246376811594203
2020-03-14,Canada,38,0,176,1,0.005681818181818182
2020-03-14,Cayman Islands,0,0,1,0,0
2020-03-04,Chile,0,0,1,0,0
2020-03-05,Chile,0,0,1,0,0
2020-03-06,Chile,0,0,1,0,0
2020-03-07,Chile,4,0,5,0,0
2020-03-08,Chile,0,0,5,0,0
2020-03-09,Chile,5,0,10,0,0
2020-03-10,Chile,3,0,13,0,0
2020-03-11,Chile,4,0,17,0,0
2020-03-12,Chile,6,0,23,0,0
2020-03-13,Chile,10,0,33,0,0
2020-03-14,Chile,10,0,43,0,0
2020-01-21,China,0,0,278,6,0.02158273381294964
2020-01-22,China,32,0,310,6,0.01935483870967742
2020-01-23,China,264,11,574,17,0.029616724738675958
2020-01-24,China,261,8,835,25,0.029940119760479042
2020-01-25,China,462,16,1297,41,0.03161141094834233
2020-01-26,China,688,15,1985,56,0.028211586901763223
2020-01-27,China,776,24,2761,80,0.028975009054690328
2020-01-28,China,1776,26,4537,106,0.023363456028212475
2020-01-29,China,1460,26,5997,132,0.022011005502751375
2020-01-30,China,1739,38,7736,170,0.021975180972078595
2020-01-31,China,1984,43,9720,213,0.021913580246913582
2020-02-01,China,2101,46,11821,259,0.02191015988495051
2020-02-02,China,2590,45,14411,304,0.021094996877385332
2020-02-03,China,2827,57,17238,361,0.02094210465251189
2020-02-04,China,3233,64,20471,425,0.020761076645010014
2020-02-05,China,3892,66,24363,491,0.020153511472314575
2020-02-06,China,3697,73,28060,564,0.020099786172487526
2020-02-07,China,3151,73,31211,637,0.020409471019832752
2020-02-08,China,3387,86,34598,723,0.020897161685646568
2020-02-09,China,2653,89,37251,812,0.021798072534965504
2020-02-10,China,2984,97,40235,909,0.022592270411333416
2020-02-11,China,2473,108,42708,1017,0.023812868783366112
2020-02-12,China,2022,97,44730,1114,0.02490498546836575
2020-02-13,China,1820,254,46550,1368,0.029387755102040815
2020-02-14,China,1998,13,48548,1381,0.02844607398862981
2020-02-15,China,1506,143,50054,1524,0.0304471171135174
2020-02-16,China,1120,142,51174,1666,0.03255559463790206
2020-02-17,China,19461,106,70635,1772,0.025086713385715297
2020-02-18,China,1893,98,72528,1870,0.025783145819545553
2020-02-19,China,1752,136,74280,2006,0.02700592353257943
2020-02-20,China,395,115,74675,2121,0.02840308001339136
2020-02-21,China,894,118,75569,2239,0.029628551390120286
2020-02-22,China,823,109,76392,2348,0.0307362027437428
2020-02-23,China,650,97,77042,2445,0.031735936242568985
2020-02-24,China,220,150,77262,2595,0.03358701560922575
2020-02-25,China,518,71,77780,2666,0.03427616353818462
2020-02-26,China,411,52,78191,2718,0.03476103387857938
2020-02-27,China,439,29,78630,2747,0.03493577514943406
2020-02-28,China,331,44,78961,2791,0.03534656349337015
2020-02-29,China,433,47,79394,2838,0.035745774239866995
2020-03-01,China,574,35,79968,2873,0.03592687074829932
2020-03-02,China,206,42,80174,2915,0.03635842043555267
2020-03-03,China,130,31,80304,2946,0.036685594739988045
2020-03-04,China,118,38,80422,2984,0.037104274949640643
2020-03-05,China,143,31,80565,3015,0.03742319865946751
2020-03-06,China,146,30,80711,3045,0.03772719951431651
2020-03-07,China,102,28,80813,3073,0.03802606016358754
2020-03-08,China,46,27,80859,3100,0.03833834205221435
2020-03-09,China,45,23,80904,3123,0.038601305250667454
2020-03-10,China,20,17,80924,3140,0.03880183876229549
2020-03-11,China,31,22,80955,3162,0.039058736335000926
2020-03-12,China,26,11,80981,3173,0.039182030352798804
2020-03-13,China,10,7,80991,3180,0.039263621883913025
2020-03-14,China,30,14,81021,3194,0.03942187827847101
2020-03-07,Colombia,0,0,1,0,0
2020-03-08,Colombia,0,0,1,0,0
2020-03-09,Colombia,0,0,1,0,0
2020-03-10,Colombia,2,0,3,0,0
2020-03-11,Colombia,0,0,3,0,0
2020-03-12,Colombia,6,0,9,0,0
2020-03-13,Colombia,0,0,9,0,0
2020-03-14,Colombia,7,0,16,0,0
2020-03-08,Costa Rica,0,0,5,0,0
2020-03-09,Costa Rica,4,0,9,0,0
2020-03-10,Costa Rica,0,0,9,0,0
2020-03-11,Costa Rica,4,0,13,0,0
2020-03-12,Costa Rica,0,0,13,0,0
2020-03-13,Costa Rica,9,0,22,0,0
2020-03-14,Costa Rica,1,0,23,0,0
2020-02-26,Croatia,0,0,2,0,0
2020-02-27,Croatia,1,0,3,0,0
2020-02-28,Croatia,0,0,3,0,0
2020-02-29,Croatia,2,0,5,0,0
2020-03-01,Croatia,2,0,7,0,0
2020-03-02,Croatia,0,0,7,0,0
2020-03-03,Croatia,1,0,8,0,0
2020-03-04,Croatia,1,0,9,0,0
2020-03-05,Croatia,0,0,9,0,0
2020-03-06,Croatia,1,0,10,0,0
2020-03-07,Croatia,1,0,11,0,0
2020-03-08,Croatia,0,0,11,0,0
2020-03-09,Croatia,0,0,11,0,0
2020-03-10,Croatia,1,0,12,0,0
2020-03-11,Croatia,4,0,16,0,0
2020-03-12,Croatia,0,0,16,0,0
2020-03-13,Croatia,0,0,16,0,0
2020-03-14,Croatia,11,0,27,0,0
2020-03-13,Cuba,0,0,3,0,0
2020-03-14,Cuba,1,0,4,0,0
2020-03-10,Cyprus,0,0,2,0,0
2020-03-11,Cyprus,0,0,2,0,0
2020-03-12,Cyprus,4,0,6,0,0
2020-03-13,Cyprus,0,0,6,0,0
2020-03-14,Cyprus,8,0,14,0,0
2020-03-02,Czech Republic,0,0,3,0,0
2020-03-03,Czech Republic,0,0,3,0,0
2020-03-04,Czech Republic,2,0,5,0,0
2020-03-05,Czech Republic,0,0,5,0,0
2020-03-06,Czech Republic,7,0,12,0,0
2020-03-07,Czech Republic,0,0,12,0,0
2020-03-08,Czech Republic,14,0,26,0,0
2020-03-09,Czech Republic,6,0,32,0,0
2020-03-10,Czech Republic,6,0,38,0,0
2020-03-11,Czech Republic,23,0,61,0,0
2020-03-12,Czech Republic,33,0,94,0,0
2020-03-13,Czech Republic,22,0,116,0,0
2020-03-14,Czech Republic,34,0,150,0,0
2020-03-12,Cote d'Ivoire,0,0,1,0,0
2020-03-13,Cote d'Ivoire,0,0,1,0,0
2020-03-14,Cote d'Ivoire,0,0,1,0,0
2020-03-11,Democratic Republic of Congo,0,0,1,0,0
2020-03-12,Democratic Republic of Congo,0,0,1,0,0
2020-03-13,Democratic Republic of Congo,0,0,1,0,0
2020-03-14,Democratic Republic of Congo,1,0,2,0,0
2020-02-27,Denmark,0,0,1,0,0
2020-02-28,Denmark,0,0,1,0,0
2020-02-29,Denmark,1,0,2,0,0
2020-03-01,Denmark,1,0,3,0,0
2020-03-02,Denmark,1,0,4,0,0
2020-03-03,Denmark,1,0,5,0,0
2020-03-04,Denmark,3,0,8,0,0
2020-03-05,Denmark,2,0,10,0,0
2020-03-06,Denmark,8,0,18,0,0
2020-03-07,Denmark,5,0,23,0,0
2020-03-08,Denmark,8,0,31,0,0
2020-03-09,Denmark,5,0,36,0,0
2020-03-10,Denmark,54,0,90,0,0
2020-03-11,Denmark,172,0,262,0,0
2020-03-12,Denmark,353,0,615,0,0
2020-03-13,Denmark,59,0,674,0,0
2020-03-14,Denmark,127,0,801,0,0
2020-03-02,Dominican Republic,0,0,1,0,0
2020-03-03,Dominican Republic,0,0,1,0,0
2020-03-04,Dominican Republic,0,0,1,0,0
2020-03-05,Dominican Republic,0,0,1,0,0
2020-03-06,Dominican Republic,0,0,1,0,0
2020-03-07,Dominican Republic,0,0,1,0,0
2020-03-08,Dominican Republic,0,0,1,0,0
2020-03-09,Dominican Republic,0,0,1,0,0
2020-03-10,Dominican Republic,4,0,5,0,0
2020-03-11,Dominican Republic,0,0,5,0,0
2020-03-12,Dominican Republic,0,0,5,0,0
2020-03-13,Dominican Republic,0,0,5,0,0
2020-03-14,Dominican Republic,0,0,5,0,0
2020-03-01,Ecuador,0,0,1,0,0
2020-03-02,Ecuador,0,0,1,0,0
2020-03-03,Ecuador,5,0,6,0,0
2020-03-04,Ecuador,1,0,7,0,0
2020-03-05,Ecuador,0,0,7,0,0
2020-03-06,Ecuador,6,0,13,0,0
2020-03-07,Ecuador,1,0,14,0,0
2020-03-08,Ecuador,0,0,14,0,0
2020-03-09,Ecuador,1,0,15,0,0
2020-03-10,Ecuador,0,0,15,0,0
2020-03-11,Ecuador,0,0,15,0,0
2020-03-12,Ecuador,2,0,17,0,0
2020-03-13,Ecuador,0,0,17,0,0
2020-03-14,Ecuador,6,0,23,0,0
2020-02-15,Egypt,0,0,1,0,0
2020-02-16,Egypt,0,0,1,0,0
2020-02-17,Egypt,0,0,1,0,0
2020-02-18,Egypt,0,0,1,0,0
2020-02-19,Egypt,0,0,1,0,0
2020-02-20,Egypt,0,0,1,0,0
2020-02-21,Egypt,0,0,1,0,0
2020-02-22,Egypt,0,0,1,0,0
2020-02-23,Egypt,0,0,1,0,0
2020-02-24,Egypt,0,0,1,0,0
2020-02-25,Egypt,0,0,1,0,0
2020-02-26,Egypt,0,0,1,0,0
2020-02-27,Egypt,0,0,1,0,0
2020-02-28,Egypt,0,0,1,0,0
2020-02-29,Egypt,0,0,1,0,0
2020-03-01,Egypt,0,0,1,0,0
2020-03-02,Egypt,1,0,2,0,0
2020-03-03,Egypt,0,0,2,0,0
2020-03-04,Egypt,0,0,2,0,0
2020-03-05,Egypt,0,0,2,0,0
2020-03-06,Egypt,1,0,3,0,0
2020-03-07,Egypt,0,0,3,0,0
2020-03-08,Egypt,45,0,48,0,0
